auction_date,item_id,raw_text
02/19/2026,AITEM_1476038,"Auction Starts
02/19/2026 09:00 AM ET
Auction Type:	TAXDEED
Case #:	250548
Certificate #:	7469
Opening Bid:	$27,902.54
Parcel ID:	2837277
Property Address:	1417 MEADOWBROOK RD NE
	PALM BAY, FL- 32905
Assessed Value:	$444,550.00"
02/19/2026,AITEM_1475747,"Auction Starts
02/19/2026 09:00 AM ET
Auction Type:	TAXDEED
Case #:	250550
Certificate #:	1928
Opening Bid:	$12,231.52
Parcel ID:	2309904
Property Address:	4590 PONDS DR
	COCOA, FL- 32927
Assessed Value:	$196,870.00"
02/19/2026,AITEM_1475757,"Auction Starts
02/19/2026 09:00 AM ET
Auction Type:	TAXDEED
Case #:	250551
Certificate #:	2244
Opening Bid:	$5,252.96
Parcel ID:	2317022
Property Address:	5600 N COURTENAY PKWY
	MERRITT ISLAND, FL- 32953
Assessed Value:	$72,050.00"
02/19/2026,AITEM_1475926,"Auction Starts
02/19/2026 09:00 AM ET
Auction Type:	TAXDEED
Case #:	250558
Certificate #:	5937
Opening Bid:	$8,319.04
Parcel ID:	2732133
Property Address:	584 N WICKHAM RD 83
	MELBOURNE, FL- 32935
Assessed Value:	$132,700.00"
02/19/2026,AITEM_1476030,"Auction Starts
02/19/2026 09:00 AM ET
Auction Type:	TAXDEED
Case #:	250562
Certificate #:	7491
Opening Bid:	$17,597.49
Parcel ID:	2838077
Property Address:	1066 GALTY CIR
	PALM BAY, FL- 32905
Assessed Value:	$254,050.00"
02/19/2026,AITEM_1475928,"Auction Starts
02/19/2026 09:00 AM ET
Auction Type:	TAXDEED
Case #:	250566
Certificate #:	5541
Opening Bid:	$16,156.91
Parcel ID:	2717488
Property Address:	1634 CYPRESS AVE
	MELBOURNE , FL- 32935
Assessed Value:	$291,820.00"
02/19/2026,AITEM_1476096,"Auction Starts
02/19/2026 09:00 AM ET
Auction Type:	TAXDEED
Case #:	250592
Certificate #:	4908
Opening Bid:	$49,633.24
Parcel ID:	2606064
Property Address:	6370 N HIGHWAY 1 LOT 4
	MELBOURNE, FL- 32940
Assessed Value:	$562,000.00"
02/19/2026,AITEM_1476085,"Auction Starts
02/19/2026 09:00 AM ET
Auction Type:	TAXDEED
Case #:	250599
Certificate #:	3036
Opening Bid:	$9,013.60
Parcel ID:	2414058
Property Address:	2431 CLEARLAKE RD
	COCOA, FL- 32922
Assessed Value:	$121,690.00"
02/19/2026,AITEM_1474566,"Auction Starts
02/19/2026 09:00 AM ET
Auction Type:	TAXDEED
Case #:	250606
Certificate #:	6864
Opening Bid:	$15,961.23
Parcel ID:	2823307
Property Address:	2614 REED AVE
	MELBOURNE, FL- 32901
Assessed Value:	$268,560.00"
02/19/2026,AITEM_1476544,"Auction Starts
02/19/2026 09:00 AM ET
Auction Type:	TAXDEED
Case #:	250611
Certificate #:	103
Opening Bid:	$1,505.34
Parcel ID:	2001203
Property Address:	0 UNKNOWN
Assessed Value:	$1,250.00"
02/19/2026,AITEM_1474498,"Auction Status
Redeemed
Auction Type:	TAXDEED
Case #:	250537
Certificate #:	4033
Opening Bid:	$12,007.54
Parcel ID:	2439031
Property Address:	135 S KENNETH CT
	MERRITT ISLAND, FL- 32952
Assessed Value:	$210,390.00"
02/19/2026,AITEM_1474501,"Auction Status
Redeemed
Auction Type:	TAXDEED
Case #:	250543
Certificate #:	7158
Opening Bid:	$14,362.91
Parcel ID:	2828628
Property Address:	1240 COVENTRY CIR
	MELBOURNE, FL- 32904
Assessed Value:	$286,210.00"
02/19/2026,AITEM_1474502,"Auction Status
Redeemed
Auction Type:	TAXDEED
Case #:	250544
Certificate #:	7502
Opening Bid:	$189,723.35
Parcel ID:	2838690
Property Address:	310 PIPIT ST NE
	PALM BAY, FL- 32907
Assessed Value:	$336,640.00"
02/19/2026,AITEM_1476040,"Auction Status
Redeemed
Auction Type:	TAXDEED
Case #:	250546
Certificate #:	5464
Opening Bid:	$23,118.86
Parcel ID:	2714854
Property Address:	214 FREDDIE ST
	INDIAN HARBOUR BEACH, FL- 32937
Assessed Value:	$421,380.00"
02/19/2026,AITEM_1476035,"Auction Status
Redeemed
Auction Type:	TAXDEED
Case #:	250549
Certificate #:	1407
Opening Bid:	$20,358.45
Parcel ID:	2211955
Property Address:	190 E OLMSTEAD DR UNIT F11
	TITUSVILLE, FL- 32780
Assessed Value:	$36,810.00"
02/19/2026,AITEM_1475760,"Auction Status
Redeemed
Auction Type:	TAXDEED
Case #:	250557
Certificate #:	4241
Opening Bid:	$7,200.90
Parcel ID:	2461115
Property Address:	250 N BANANA RIVER DR D3
	MERRITT ISLAND, FL- 32952
Assessed Value:	$139,290.00"
02/19/2026,AITEM_1475748,"Auction Status
Redeemed
Auction Type:	TAXDEED
Case #:	250559
Certificate #:	6060
Opening Bid:	$22,285.32
Parcel ID:	2745758
Property Address:	201 MEDITERRANEAN WAY
	INDIAN HARBOUR BEACH, FL- 32937
Assessed Value:	$388,240.00"
